path_to_video,vivit_Abuse,vivit_Arson,vivit_Burglary,vivit_Shooting,vivit_Stealing,vivit_Vandalism,vivit_Assault,vivit_Explosion,vivit_Arrest,vivit_Fighting,vivit_Robbery,vivit_Shoplifting,vivit_RoadAccidents,videomae_Abuse,videomae_Arson,videomae_Burglary,videomae_Shooting,videomae_Stealing,videomae_Vandalism,videomae_Assault,videomae_Explosion,videomae_Arrest,videomae_Fighting,videomae_Robbery,videomae_Shoplifting,videomae_RoadAccidents,timesformer_Abuse,timesformer_Arson,timesformer_Burglary,timesformer_Shooting,timesformer_Stealing,timesformer_Vandalism,timesformer_Assault,timesformer_Explosion,timesformer_Arrest,timesformer_Fighting,timesformer_Robbery,timesformer_Shoplifting,timesformer_RoadAccidents,label
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery127_x264.mp4,0.0007345904014073312,0.0019203944830223918,0.01857605203986168,0.009480816312134266,0.014788011088967323,0.0020710176322609186,0.04746260493993759,0.0008446081192232668,0.0008538326364941895,0.017610786482691765,0.11102718859910965,0.7741485834121704,0.00048153017996810377,0.005058635957539082,0.0043060798197984695,0.03761227801442146,0.008922034874558449,0.008017932064831257,0.018271079286932945,0.009602447040379047,0.002115401206538081,0.0029837486799806356,0.008819031529128551,0.852390468120575,0.03982475772500038,0.0020760847255587578,0.004954593256115913,0.012926116585731506,0.8551129102706909,0.012556255795061588,0.05156262591481209,0.004422007128596306,0.0024107021745294333,0.002127372194081545,0.0009976818691939116,0.0027431296184659004,0.0223066546022892,0.027435950934886932,0.0004440834163688123,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery136_x264.mp4,8.262575283879414e-05,0.00015643633378203958,0.0038378129247576,9.929227962857112e-05,0.00021690758876502514,0.00044741714373230934,0.0003090460959356278,0.000253480626270175,0.0001709076459519565,0.00088608538499102,0.9861716628074646,0.007267351727932692,0.00010083676170324907,0.0010679492261260748,0.0011097239330410957,0.002908701077103615,0.001244363491423428,0.001159212552011013,0.002653864910826087,0.0007444001967087388,0.0006314468337222934,0.0009682438685558736,0.001006381819024682,0.9687985777854919,0.01675586961209774,0.0009513694676570594,0.0003838558914139867,0.0011722591007128358,0.003743703942745924,0.00046015792759135365,0.0025519507471472025,0.0012305589625611901,0.0005493758944794536,0.0003306292346678674,0.000320379069307819,0.0024342029355466366,0.9727451801300049,0.013857479207217693,0.0002202893083449453,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery138_x264.mp4,0.0011312789283692837,0.01100662350654602,0.019856031984090805,0.015986168757081032,0.007813951000571251,0.00948773231357336,0.027002869173884392,0.00280888588167727,0.0041782488115131855,0.055940866470336914,0.7207252383232117,0.12058690190315247,0.0034751363564282656,0.06283976137638092,0.06721193343400955,0.10294202715158463,0.14155790209770203,0.05203602835536003,0.06363622099161148,0.040622010827064514,0.07116618752479553,0.11796914041042328,0.05476671829819679,0.0678306519985199,0.024095458909869194,0.13332605361938477,0.0026309865061193705,0.007288225926458836,0.021623576059937477,0.0032455925829708576,0.005340925883501768,0.006520842667669058,0.04223446547985077,0.006591567303985357,0.0076990388333797455,0.03528642654418945,0.825164794921875,0.033004723489284515,0.0033687434624880552,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery030_x264.mp4,0.0007577469805255532,0.001782240578904748,0.017515413463115692,0.006662901025265455,0.00028044049395248294,0.0009448381024412811,0.003748042741790414,0.0020127510651946068,0.012343388982117176,0.011679143644869328,0.921181321144104,0.0200186874717474,0.0010730060748755932,0.17159534990787506,0.07095877081155777,0.015068404376506805,0.10010649263858795,0.013686816208064556,0.03977971524000168,0.11400465667247772,0.13279511034488678,0.16634243726730347,0.06349173188209534,0.05468684807419777,0.009149955585598946,0.048333801329135895,0.04266594350337982,0.06577879935503006,0.04989412799477577,0.09501753002405167,0.013929616659879684,0.032428015023469925,0.014056957326829433,0.14199784398078918,0.03168073669075966,0.0698261708021164,0.4071257710456848,0.023359252139925957,0.012239264324307442,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery094_x264.mp4,0.0002799281501211226,0.0008128179470077157,0.029412683099508286,0.0030647036619484425,0.00010408197704236954,0.001313631422817707,0.0023983002174645662,0.0009001528960652649,0.006861743982881308,0.09280002117156982,0.8296588659286499,0.032119352370500565,0.00027372644399292767,0.05024344101548195,0.021060559898614883,0.33205050230026245,0.11751528084278107,0.02355167828500271,0.04059242457151413,0.031112750992178917,0.008837047964334488,0.07998771965503693,0.15081335604190826,0.09596633911132812,0.03817256912589073,0.010096264071762562,0.015229922719299793,0.010349277406930923,0.3743019700050354,0.01372130960226059,0.009680432267487049,0.09163160622119904,0.017961297184228897,0.007505318149924278,0.01757768727838993,0.03168404847383499,0.361260324716568,0.046036042273044586,0.003060793038457632,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery035_x264.mp4,0.0003340989351272583,0.00011545742745511234,0.0003985272196587175,0.0005117327673360705,0.00022932978754397482,0.0005965311429463327,0.0005428109434433281,0.00041906614205799997,0.003261580830439925,0.01146412268280983,0.9811004400253296,0.0007413956336677074,0.00028498098254203796,0.07701456546783447,0.048353105783462524,0.24787241220474243,0.11061287671327591,0.03984077647328377,0.03648736700415611,0.04347171261906624,0.020846420899033546,0.02243087999522686,0.04545794054865837,0.23813168704509735,0.05880909785628319,0.010671133175492287,0.003890114137902856,0.004423669073730707,0.03124462254345417,0.007270320784300566,0.0016279923729598522,0.0023411877918988466,0.010588428005576134,0.0049014585092663765,0.006308569107204676,0.024124255403876305,0.8617465496063232,0.037860769778490067,0.0036720610223710537,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery025_x264.mp4,0.013052074238657951,0.0094520915299654,0.013696649111807346,0.008391044102609158,0.014949334785342216,0.013117849826812744,0.025817742571234703,0.008135171607136726,0.018845334649086,0.010152491740882397,0.5629541873931885,0.2990005910396576,0.0024354341439902782,0.04359559342265129,0.068073570728302,0.03938400372862816,0.05944044142961502,0.10736916959285736,0.08215949684381485,0.05322781950235367,0.1104232668876648,0.024699607864022255,0.011467966251075268,0.10264916718006134,0.020141875371336937,0.27736809849739075,0.0026957769878208637,0.004997419659048319,0.011224010027945042,0.001289317267946899,0.00480648735538125,0.007681624032557011,0.0044099316000938416,0.0017303592758253217,0.0025427830405533314,0.008961016312241554,0.914174497127533,0.03143002465367317,0.004056701902300119,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery144_x264.mp4,0.014164014719426632,0.00047117704525589943,0.00169737811665982,0.01256049145013094,0.033263444900512695,0.0018235556781291962,0.002306266687810421,0.0037614675238728523,0.004388261120766401,0.02195693552494049,0.7980437278747559,0.10023204982280731,0.005331238731741905,0.17050398886203766,0.03353177011013031,0.13644766807556152,0.0944325253367424,0.16356290876865387,0.02214810438454151,0.022742321714758873,0.0872039869427681,0.012465260922908783,0.014334209263324738,0.15961843729019165,0.04542111977934837,0.03758768364787102,0.01367415115237236,0.004819885827600956,0.01207337062805891,0.004129348322749138,0.010530771687626839,0.016719240695238113,0.014588340185582638,0.003767644753679633,0.004567980766296387,0.010516178794205189,0.7807821035385132,0.11122287809848785,0.012608150020241737,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery105_x264.mp4,2.2351276129484177e-05,0.0006830873317085207,0.00044131328468210995,0.00046994356671348214,0.00010527415724936873,0.0006677674828097224,0.0007548026042059064,0.00019911066920030862,0.0005065702134743333,0.0016634551575407386,0.9932504892349243,0.0012059231521561742,2.9876187909394503e-05,0.08533208817243576,0.09292211383581161,0.2264961153268814,0.11205398291349411,0.06099477782845497,0.07482470571994781,0.023323211818933487,0.032027482986450195,0.07857159525156021,0.04219594970345497,0.09069424867630005,0.024613751098513603,0.055949870496988297,0.00017241750902030617,0.003194837598130107,0.006046651862561703,0.0027587944641709328,0.002385607687756419,0.0019256396917626262,0.0029953315388411283,0.0007919603958725929,0.002254563383758068,0.009563653729856014,0.958952784538269,0.00844933744519949,0.0005083734286017716,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery130_x264.mp4,3.194858436472714e-05,0.0004991245805285871,0.0005989931523799896,8.372744923690334e-05,4.350069502834231e-05,0.0003988501848652959,0.0005412402097135782,0.0004914008895866573,0.0002332214789930731,0.0037341853603720665,0.9912036657333374,0.0020453063771128654,9.481177403358743e-05,0.007051450666040182,0.011828986927866936,0.012907931581139565,0.0169477891176939,0.01925390213727951,0.01448855921626091,0.03900480270385742,0.016519783064723015,0.012847250327467918,0.020314782857894897,0.7392014265060425,0.06477288901805878,0.024860475212335587,0.0001246028405148536,0.0006039471481926739,0.0008409064030274749,0.0007692897343076766,0.0015076312702149153,0.0004061654326505959,0.0013296668184921145,0.0003942027105949819,0.0010075028985738754,0.007905949838459492,0.9716109037399292,0.012919074855744839,0.0005800179205834866,Robbery
