path_to_video,d2_Abuse,d2_Arson,d2_Burglary,d2_Shooting,d2_Stealing,d2_Vandalism,d2_Assault,d2_Explosion,d2_Arrest,d2_Fighting,d2_Robbery,d2_Shoplifting,d2_RoadAccidents,d2_Abuse,d2_Arson,d2_Burglary,d2_Shooting,d2_Stealing,d2_Vandalism,d2_Assault,d2_Explosion,d2_Arrest,d2_Fighting,d2_Robbery,d2_Shoplifting,d2_RoadAccidents,d2_Abuse,d2_Arson,d2_Burglary,d2_Shooting,d2_Stealing,d2_Vandalism,d2_Assault,d2_Explosion,d2_Arrest,d2_Fighting,d2_Robbery,d2_Shoplifting,d2_RoadAccidents,label
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery127_x264.mp4,0.004954593256115913,0.012926116585731506,0.8551129102706909,0.012556255795061588,0.05156262591481209,0.004422007128596306,0.0024107021745294333,0.002127372194081545,0.0009976818691939116,0.0027431296184659004,0.0223066546022892,0.027435950934886932,0.0004440834163688123,0.004954593256115913,0.012926116585731506,0.8551129102706909,0.012556255795061588,0.05156262591481209,0.004422007128596306,0.0024107021745294333,0.002127372194081545,0.0009976818691939116,0.0027431296184659004,0.0223066546022892,0.027435950934886932,0.0004440834163688123,0.004954593256115913,0.012926116585731506,0.8551129102706909,0.012556255795061588,0.05156262591481209,0.004422007128596306,0.0024107021745294333,0.002127372194081545,0.0009976818691939116,0.0027431296184659004,0.0223066546022892,0.027435950934886932,0.0004440834163688123,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery136_x264.mp4,0.0003838558914139867,0.0011722591007128358,0.003743703942745924,0.00046015792759135365,0.0025519507471472025,0.0012305589625611901,0.0005493758944794536,0.0003306292346678674,0.000320379069307819,0.0024342029355466366,0.9727451801300049,0.013857479207217693,0.0002202893083449453,0.0003838558914139867,0.0011722591007128358,0.003743703942745924,0.00046015792759135365,0.0025519507471472025,0.0012305589625611901,0.0005493758944794536,0.0003306292346678674,0.000320379069307819,0.0024342029355466366,0.9727451801300049,0.013857479207217693,0.0002202893083449453,0.0003838558914139867,0.0011722591007128358,0.003743703942745924,0.00046015792759135365,0.0025519507471472025,0.0012305589625611901,0.0005493758944794536,0.0003306292346678674,0.000320379069307819,0.0024342029355466366,0.9727451801300049,0.013857479207217693,0.0002202893083449453,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery138_x264.mp4,0.0026309865061193705,0.007288225926458836,0.021623576059937477,0.0032455925829708576,0.005340925883501768,0.006520842667669058,0.04223446547985077,0.006591567303985357,0.0076990388333797455,0.03528642654418945,0.825164794921875,0.033004723489284515,0.0033687434624880552,0.0026309865061193705,0.007288225926458836,0.021623576059937477,0.0032455925829708576,0.005340925883501768,0.006520842667669058,0.04223446547985077,0.006591567303985357,0.0076990388333797455,0.03528642654418945,0.825164794921875,0.033004723489284515,0.0033687434624880552,0.0026309865061193705,0.007288225926458836,0.021623576059937477,0.0032455925829708576,0.005340925883501768,0.006520842667669058,0.04223446547985077,0.006591567303985357,0.0076990388333797455,0.03528642654418945,0.825164794921875,0.033004723489284515,0.0033687434624880552,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery030_x264.mp4,0.04266594350337982,0.06577879935503006,0.04989412799477577,0.09501753002405167,0.013929616659879684,0.032428015023469925,0.014056957326829433,0.14199784398078918,0.03168073669075966,0.0698261708021164,0.4071257710456848,0.023359252139925957,0.012239264324307442,0.04266594350337982,0.06577879935503006,0.04989412799477577,0.09501753002405167,0.013929616659879684,0.032428015023469925,0.014056957326829433,0.14199784398078918,0.03168073669075966,0.0698261708021164,0.4071257710456848,0.023359252139925957,0.012239264324307442,0.04266594350337982,0.06577879935503006,0.04989412799477577,0.09501753002405167,0.013929616659879684,0.032428015023469925,0.014056957326829433,0.14199784398078918,0.03168073669075966,0.0698261708021164,0.4071257710456848,0.023359252139925957,0.012239264324307442,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery094_x264.mp4,0.015229922719299793,0.010349277406930923,0.3743019700050354,0.01372130960226059,0.009680432267487049,0.09163160622119904,0.017961297184228897,0.007505318149924278,0.01757768727838993,0.03168404847383499,0.361260324716568,0.046036042273044586,0.003060793038457632,0.015229922719299793,0.010349277406930923,0.3743019700050354,0.01372130960226059,0.009680432267487049,0.09163160622119904,0.017961297184228897,0.007505318149924278,0.01757768727838993,0.03168404847383499,0.361260324716568,0.046036042273044586,0.003060793038457632,0.015229922719299793,0.010349277406930923,0.3743019700050354,0.01372130960226059,0.009680432267487049,0.09163160622119904,0.017961297184228897,0.007505318149924278,0.01757768727838993,0.03168404847383499,0.361260324716568,0.046036042273044586,0.003060793038457632,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery035_x264.mp4,0.003890114137902856,0.004423669073730707,0.03124462254345417,0.007270320784300566,0.0016279923729598522,0.0023411877918988466,0.010588428005576134,0.0049014585092663765,0.006308569107204676,0.024124255403876305,0.8617465496063232,0.037860769778490067,0.0036720610223710537,0.003890114137902856,0.004423669073730707,0.03124462254345417,0.007270320784300566,0.0016279923729598522,0.0023411877918988466,0.010588428005576134,0.0049014585092663765,0.006308569107204676,0.024124255403876305,0.8617465496063232,0.037860769778490067,0.0036720610223710537,0.003890114137902856,0.004423669073730707,0.03124462254345417,0.007270320784300566,0.0016279923729598522,0.0023411877918988466,0.010588428005576134,0.0049014585092663765,0.006308569107204676,0.024124255403876305,0.8617465496063232,0.037860769778490067,0.0036720610223710537,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery025_x264.mp4,0.0026957769878208637,0.004997419659048319,0.011224010027945042,0.001289317267946899,0.00480648735538125,0.007681624032557011,0.0044099316000938416,0.0017303592758253217,0.0025427830405533314,0.008961016312241554,0.914174497127533,0.03143002465367317,0.004056701902300119,0.0026957769878208637,0.004997419659048319,0.011224010027945042,0.001289317267946899,0.00480648735538125,0.007681624032557011,0.0044099316000938416,0.0017303592758253217,0.0025427830405533314,0.008961016312241554,0.914174497127533,0.03143002465367317,0.004056701902300119,0.0026957769878208637,0.004997419659048319,0.011224010027945042,0.001289317267946899,0.00480648735538125,0.007681624032557011,0.0044099316000938416,0.0017303592758253217,0.0025427830405533314,0.008961016312241554,0.914174497127533,0.03143002465367317,0.004056701902300119,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery144_x264.mp4,0.01367415115237236,0.004819885827600956,0.01207337062805891,0.004129348322749138,0.010530771687626839,0.016719240695238113,0.014588340185582638,0.003767644753679633,0.004567980766296387,0.010516178794205189,0.7807821035385132,0.11122287809848785,0.012608150020241737,0.01367415115237236,0.004819885827600956,0.01207337062805891,0.004129348322749138,0.010530771687626839,0.016719240695238113,0.014588340185582638,0.003767644753679633,0.004567980766296387,0.010516178794205189,0.7807821035385132,0.11122287809848785,0.012608150020241737,0.01367415115237236,0.004819885827600956,0.01207337062805891,0.004129348322749138,0.010530771687626839,0.016719240695238113,0.014588340185582638,0.003767644753679633,0.004567980766296387,0.010516178794205189,0.7807821035385132,0.11122287809848785,0.012608150020241737,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery105_x264.mp4,0.00017241750902030617,0.003194837598130107,0.006046651862561703,0.0027587944641709328,0.002385607687756419,0.0019256396917626262,0.0029953315388411283,0.0007919603958725929,0.002254563383758068,0.009563653729856014,0.958952784538269,0.00844933744519949,0.0005083734286017716,0.00017241750902030617,0.003194837598130107,0.006046651862561703,0.0027587944641709328,0.002385607687756419,0.0019256396917626262,0.0029953315388411283,0.0007919603958725929,0.002254563383758068,0.009563653729856014,0.958952784538269,0.00844933744519949,0.0005083734286017716,0.00017241750902030617,0.003194837598130107,0.006046651862561703,0.0027587944641709328,0.002385607687756419,0.0019256396917626262,0.0029953315388411283,0.0007919603958725929,0.002254563383758068,0.009563653729856014,0.958952784538269,0.00844933744519949,0.0005083734286017716,Robbery
d2/Anomaly-Multiclass-Dataset/train/Robbery/Robbery130_x264.mp4,0.0001246028405148536,0.0006039471481926739,0.0008409064030274749,0.0007692897343076766,0.0015076312702149153,0.0004061654326505959,0.0013296668184921145,0.0003942027105949819,0.0010075028985738754,0.007905949838459492,0.9716109037399292,0.012919074855744839,0.0005800179205834866,0.0001246028405148536,0.0006039471481926739,0.0008409064030274749,0.0007692897343076766,0.0015076312702149153,0.0004061654326505959,0.0013296668184921145,0.0003942027105949819,0.0010075028985738754,0.007905949838459492,0.9716109037399292,0.012919074855744839,0.0005800179205834866,0.0001246028405148536,0.0006039471481926739,0.0008409064030274749,0.0007692897343076766,0.0015076312702149153,0.0004061654326505959,0.0013296668184921145,0.0003942027105949819,0.0010075028985738754,0.007905949838459492,0.9716109037399292,0.012919074855744839,0.0005800179205834866,Robbery
